NUM_INCIDENTI,MORTI,FERITI,LUNGHEZZA,MAXSPEED,LOCINC,INTNIN,FONDOST,PERICOLOSITA
0.9599166243761675,0.005180315535014147,0.9832023360667865,-0.1942855459729756,-0.5447669115328952,1,7,1,1
1.0073150259402512,0.007820128186040817,2.0476835535094366,13.689600516481045,1.6775284685059495,5,7,2,1
1.0229131401490612,0.025314524163528862,1.003088851788685,-0.05171361500492237,1.687176879953675,5,8,3,1
2.027381694961038,0.028992217342603217,3.005709973377864,0.2227126097421522,-0.5173305035693085,1,1,1,1
4.994317013417302,-0.020043147607593532,6.972946430406961,0.14924753149960074,-0.5690330770392205,1,7,1,1
0.9948354191218287,-0.008869785416257284,0.9961678555062938,0.40994300804343825,1.7005858430774023,5,7,1,1
1.0036225283355422,0.007369550757420881,1.0010446459100524,-0.07349976419006536,-0.5194566500225769,1,7,1,1
3.9911751102753006,0.009579257534318408,10.012777783099255,7.9620890522572685,1.6874916847883632,6,7,1,1
0.9945605371607678,-0.008036379115027803,1.000381923331824,-0.2195671536349887,-0.5250306860929479,1,1,1,1
0.9899285849076638,-0.004517338182673252,1.0097225701962775,-0.16321136991034868,-0.5843342328233992,1,7,1,1
1.9645289580053822,0.02647142614966934,1.9929194298803425,-0.016654061685717418,-0.5816770646757623,1,3,1,1
0.9955358599999337,0.009246587780002934,0.9827200262412614,5.748624193859344,1.6757560333136614,5,3,1,1
1.0093558940456602,0.027887639994181153,0.9905874140941023,0.07486804600501011,-0.5742674882609976,1,7,1,1
1.0016854002877202,-0.00237173892749361,1.0359947891238839,-0.2291539458900433,1.7150785749162327,5,7,1,1
0.9945131523697224,-0.04754813973682075,1.0280060892021128,-0.1902325887564957,-0.5606454264349647,1,1,1,1
1.0075103567647037,-0.028404775884250423,0.9986422045312396,-0.054654730913034834,1.6803080009853026,5,1,1,1
0.9937594559917551,-0.017558166185597638,0.9760725912198088,-0.07009741322856076,-0.5523410656033912,1,7,1,1
1.0235147453370212,0.011260687972072256,1.0175257659514405,0.20562846502155382,1.6598108661382178,5,7,1,1
1.0035624041803182,0.008497032899542106,0.9811719453672889,0.2528870654957066,1.6700723634487527,6,3,1,1
0.9836636981814478,-0.011024900919749907,1.0361437791286345,-0.1807310232704405,-0.5364685072093964,1,7,1,1
1.0148434498580305,0.007129487877132952,0.9751199591845391,0.4580022222465286,1.6621620217158655,5,7,1,1
2.007378683872455,-0.018272028690147452,1.9973882427200855,0.09953178738717743,-0.5432603174175453,1,1,1,1
2.979302180495522,-0.002653049957729755,6.979716586561441,0.6698098315056994,-0.5628434157845525,1,7,1,1
2.9775819076138474,-0.0017552156795296201,7.001966928743891,0.656536946411255,1.699578934118385,4,7,1,1
0.9798530110362789,0.006488267557732347,0.9411918233644654,-0.17765235748000383,-0.5656488173720582,1,1,1,1
0.9827415207007496,-0.005836009991147948,1.9958010272597786,0.2313411282888607,-0.5931481486680837,1,1,1,1
2.0144861577936,-0.026718984398266126,2.0122953506362267,0.09724957867467489,1.6932063258768995,6,7,1,1
1.0100676097434316,0.00228438836893323,1.0049044993026601,-0.03987474326743546,-0.6154902434145646,1,8,1,1
1.0156073964645547,0.00478447940023374,1.9881940233427213,-0.05800821128378567,1.6436654646383708,5,8,1,1
3.012567002459557,1.0114277980082287,4.012739937551801,1.8266049463908847,1.655759161689865,6,7,1,1
2.0299699119775045,0.00910290107448929,3.026925074519575,0.08367487431217456,-0.5545252338447555,1,7,1,1
3.012351595347247,-0.008911045308923489,4.989967523712897,1.1428387270432614,-0.6063742044028351,1,1,1,1
0.9947427990594199,0.013429202887587015,0.9964570829342083,-0.17276278229325487,-0.5533065749192247,1,1,1,1
1.036347457223838,-0.011687532443488097,1.0019734085476615,0.8530057132711429,3.895600446191077,7,7,1,1
1.036509870975629,-0.013158822504713483,1.996032595567063,-0.15668809909053638,-0.577234440873027,1,1,2,1
1.0160297287404818,0.9926745683492743,-0.0137530970235029,2.086017810007462,1.6834439067326876,5,7,1,1
0.999069225339398,-0.01100127541910423,1.9934577635081006,-0.17046770389021104,-0.5785271787744295,1,1,2,1
0.9932651858072744,0.01370500083262022,0.9963387045547343,-0.18535231224413043,-0.5784568604201864,1,1,1,1
1.0020783265811877,-0.03844609838241809,1.0195062306148504,-0.18583663717762394,-0.5855762853631052,1,1,1,1
2.0094031534141905,-0.026992318260610243,3.020469785202478,0.33360775727176745,-0.5876187695300249,1,7,1,1
1.0130966877517293,-0.000765293763887181,0.9910963673976736,1.520596786403499,1.677521596781212,4,8,2,1
2.003774926207937,0.002651831745878354,2.0040559097124824,0.013008307490065131,-0.5652736580866722,1,7,1,1
2.027604106581909,0.046087478049848064,1.9720126515862666,-0.06636846009303873,-0.5436360011622142,1,2,1,1
0.9625757883686022,-0.019221603501219178,0.9870941106942458,0.07485491740767411,-0.555273230932109,1,7,2,1
1.9840345525048597,0.020668345695070523,4.021089175984451,5.92326626744825,1.6999457567891112,6,7,1,1
0.994348084477573,0.029224105415866623,1.015976415369063,4.369986220455835,1.6868083964799243,4,1,3,1
1.010579561059822,0.0019022155384207798,0.989625719988352,-0.12114684024520633,-0.5417926371366093,1,1,1,1
1.0086462946555357,0.014881429475789956,1.0019509708714556,-0.2093630717774797,-0.5628667337510805,1,7,1,1
1.0135545104399784,0.005860661962436532,4.007423365474973,-0.22554455269673787,1.6524931348435086,4,3,1,1
2.011683488503524,0.017159564227836724,3.0245212882393124,6.819337523664481,1.6906375320475417,5,7,1,1
0.998540840685944,-0.01340390985389244,0.9636789888744279,0.35257151495204564,1.6549886577174198,5,7,1,1
1.0224337287403007,0.016043036745247014,1.0152685796524434,-0.2150809014850067,-0.5719392301172117,1,1,1,1
0.9774069114799037,0.011441473640397569,2.0071444523575885,1.0194605826433338,1.6450269135570728,5,1,1,1
2.011599246366695,-0.008366019253532808,6.012446792569455,0.21331510310861104,1.6487833248704242,6,7,1,1
1.0160846985259915,-0.019099863185773083,0.981651384152063,-0.04359414471453055,-0.5355489207346885,1,7,1,1
2.0047323150466014,-0.001279819007664066,3.0070100989639514,0.5411334800706652,1.6537581438332116,6,7,1,1
2.0059655041517113,-0.037098846102866026,2.9674618558449257,0.024516392282742813,1.6827074319553097,6,7,1,1
0.9822957599094733,-0.01932039398147834,0.9988145949043127,-0.21052285834640933,1.6665847013791153,5,7,1,1
